user_id,name,age,location,preferences,attended_events,social_connections,exploration_score
U3844,Mark Davis,58,"London, United Kingdom",['Film'],"['E0019', 'E0019', 'E0060', 'E0060', 'E0065', 'E0081', 'E0081', 'E0165', 'E0243', 'E0243', 'E0243', 'E0244', 'E0244', 'E0283', 'E0317', 'E0317', 'E0327', 'E0327', 'E0341', 'E0378', 'E0499', 'E0499', 'E0499', 'E0499']","['U4149', 'U5285', 'U3817', 'U5305', 'U1371', 'U2855', 'U4462', 'U1708', 'U2531', 'U1948', 'U5083', 'U6463', 'U5119', 'U5901', 'U6198', 'U1552', 'U2554']",0.48
U3845,Alison Brown,53,"Mexico City, Mexico","['Film', 'Sports']","['E0037', 'E0059', 'E0061', 'E0126', 'E0126', 'E0126', 'E0172', 'E0172', 'E0189', 'E0189', 'E0189', 'E0209', 'E0245', 'E0245', 'E0256', 'E0256', 'E0256', 'E0256', 'E0287', 'E0290', 'E0334', 'E0344', 'E0415', 'E0415', 'E0430', 'E0430', 'E0430', 'E0458', 'E0458', 'E0467', 'E0478', 'E0478']","['U3126', 'U5242', 'U1798', 'U6273', 'U1926', 'U3318', 'U5428', 'U0622', 'U0196', 'U0113', 'U6082', 'U6743', 'U5747', 'U4469', 'U0619']",0.45
U3846,Ashley Mills,56,"New York, United States","['Comedy', 'Art', 'Theater']","['E0082', 'E0082', 'E0082', 'E0082', 'E0082', 'E0118', 'E0165', 'E0237', 'E0262', 'E0262', 'E0318', 'E0350', 'E0367', 'E0367', 'E0367', 'E0367', 'E0367', 'E0380', 'E0380', 'E0422', 'E0422', 'E0429', 'E0429', 'E0430', 'E0442']","['U1649', 'U5032', 'U5677', 'U4731', 'U6417', 'U2083']",0.22
U3847,Sandra Lopez,41,"London, United Kingdom","['Film', 'Sports', 'Comedy']","['E0019', 'E0019', 'E0036', 'E0036', 'E0040', 'E0060', 'E0060', 'E0060', 'E0075', 'E0110', 'E0110', 'E0136', 'E0136', 'E0136', 'E0136', 'E0168', 'E0168', 'E0168', 'E0178', 'E0178', 'E0178', 'E0236', 'E0243', 'E0243', 'E0243', 'E0243', 'E0243', 'E0243', 'E0286', 'E0300', 'E0300', 'E0300', 'E0300', 'E0300', 'E0300', 'E0300', 'E0300', 'E0309', 'E0327', 'E0327', 'E0356', 'E0479', 'E0482']","['U2530', 'U4053', 'U1697', 'U2957', 'U2862', 'U5962', 'U1602', 'U4020', 'U5660', 'U4110', 'U0475', 'U4904', 'U3975', 'U3321', 'U0650', 'U3854', 'U4819', 'U6056']",0.46
U3848,Sylvia King,42,"Sydney, Australia","['Sports', 'Food']","['E0021', 'E0094', 'E0116', 'E0116', 'E0116', 'E0116', 'E0116', 'E0149', 'E0149', 'E0171', 'E0183', 'E0200', 'E0204', 'E0204', 'E0223', 'E0223', 'E0235', 'E0235', 'E0450']","['U2472', 'U0307', 'U3128', 'U0539', 'U2766', 'U4445', 'U0028', 'U3055', 'U6667', 'U5480', 'U4586', 'U0886']",0.09
U3849,Tara Arias,32,"London, United Kingdom","['Workshops', 'Theater']","['E0036', 'E0036', 'E0063', 'E0063', 'E0074', 'E0081', 'E0081', 'E0178', 'E0178', 'E0243', 'E0244', 'E0244', 'E0244', 'E0244', 'E0273', 'E0273', 'E0282', 'E0282', 'E0286', 'E0286', 'E0286', 'E0309', 'E0309', 'E0314', 'E0330', 'E0343', 'E0370', 'E0370', 'E0370', 'E0394', 'E0410', 'E0422', 'E0459', 'E0459', 'E0499']","['U4150', 'U3384', 'U6548', 'U4733', 'U1523', 'U3074', 'U1108', 'U1559', 'U1753', 'U2923', 'U1390', 'U3069', 'U2867']",0.73
U3850,Jessica Ibarra,60,"Bangkok, Thailand","['Comedy', 'Workshops']","['E0007', 'E0007', 'E0112', 'E0112', 'E0112', 'E0112', 'E0121', 'E0121', 'E0151', 'E0203', 'E0203', 'E0203', 'E0203', 'E0203', 'E0213', 'E0213', 'E0213', 'E0261', 'E0261', 'E0274', 'E0278', 'E0278', 'E0278', 'E0278', 'E0423', 'E0423', 'E0465', 'E0471']","['U1556', 'U6213', 'U5962', 'U4299', 'U4488', 'U6726', 'U0418', 'U1865', 'U4616', 'U1201', 'U3739', 'U6392', 'U0690', 'U2228', 'U5497', 'U1315', 'U0422', 'U1053']",0.06
U3851,Lindsay Spencer,51,"Bangkok, Thailand","['Comedy', 'Literature']","['E0053', 'E0069', 'E0069', 'E0073', 'E0073', 'E0107', 'E0121', 'E0185', 'E0187', 'E0187', 'E0212', 'E0212', 'E0212', 'E0212', 'E0294', 'E0294', 'E0338', 'E0338', 'E0360', 'E0418', 'E0423', 'E0423', 'E0434', 'E0434', 'E0434', 'E0434', 'E0434', 'E0434', 'E0434', 'E0434', 'E0434', 'E0447', 'E0449', 'E0463', 'E0463', 'E0465', 'E0471', 'E0471', 'E0491']","['U6860', 'U4606', 'U2978', 'U6873', 'U6380', 'U3299', 'U1394', 'U0016', 'U4432', 'U5809', 'U2605', 'U4817', 'U0324', 'U5303', 'U0410', 'U3740', 'U1280', 'U4117', 'U5392', 'U1587']",0.89
U3852,Dean Beard,29,"Mumbai, India","['Music', 'Sports']","['E0034', 'E0067', 'E0067', 'E0067', 'E0090', 'E0137', 'E0137', 'E0137', 'E0137', 'E0184', 'E0188', 'E0188', 'E0188', 'E0235', 'E0308', 'E0311', 'E0311', 'E0311', 'E0311', 'E0311', 'E0359', 'E0359', 'E0363', 'E0376', 'E0378', 'E0378', 'E0389', 'E0436', 'E0448', 'E0448', 'E0448']","['U2515', 'U5988', 'U2864', 'U5868', 'U2573', 'U6874', 'U2342', 'U6853', 'U5114', 'U3893', 'U6322', 'U0198', 'U3827']",0.85
U3853,Jennifer Wilson,58,"Istanbul, Turkey",['Tech'],"['E0004', 'E0039', 'E0258', 'E0259', 'E0273', 'E0273', 'E0289', 'E0324', 'E0324', 'E0324', 'E0335', 'E0335', 'E0373', 'E0373', 'E0390', 'E0390', 'E0413', 'E0449', 'E0449', 'E0451', 'E0451', 'E0451', 'E0468']","['U2749', 'U2423', 'U6783', 'U6916', 'U6265', 'U4743', 'U3013', 'U6950', 'U3627', 'U5871', 'U2574', 'U2477', 'U2848', 'U0423', 'U1693', 'U0286', 'U2557']",0.59
U3854,Francisco Gray,27,"Shanghai, China","['Sports', 'Food']","['E0020', 'E0038', 'E0038', 'E0095', 'E0095', 'E0095', 'E0095', 'E0102', 'E0109', 'E0109', 'E0109', 'E0215', 'E0215', 'E0215', 'E0260', 'E0260', 'E0305', 'E0305', 'E0336', 'E0353', 'E0353', 'E0431', 'E0451', 'E0468', 'E0480']","['U6452', 'U2300', 'U6797', 'U4451', 'U4688', 'U6910', 'U0766', 'U2083', 'U5800', 'U2639', 'U2870', 'U0764', 'U6112', 'U4770', 'U5904', 'U3074', 'U1209']",0.88
U3855,Nathan Garcia,48,"Moscow, Russia","['Music', 'Theater']","['E0057', 'E0057', 'E0057', 'E0120', 'E0128', 'E0128', 'E0142', 'E0144', 'E0147', 'E0151', 'E0179', 'E0179', 'E0179', 'E0179', 'E0179', 'E0214', 'E0214', 'E0266', 'E0275', 'E0275', 'E0275', 'E0329', 'E0398', 'E0398', 'E0405', 'E0443', 'E0457', 'E0457', 'E0457']","['U3177', 'U3862', 'U4524', 'U3740', 'U5554', 'U6760', 'U1058', 'U6468', 'U5823', 'U2192', 'U6246', 'U3420', 'U4414', 'U1593', 'U4347', 'U0505', 'U4843', 'U5431', 'U5250', 'U2558']",0.58
U3856,Scott Miller,18,"Tokyo, Japan","['Music', 'Workshops']","['E0014', 'E0044', 'E0049', 'E0051', 'E0056', 'E0143', 'E0143', 'E0164', 'E0164', 'E0316', 'E0316', 'E0362', 'E0404', 'E0404', 'E0420', 'E0420', 'E0420', 'E0420', 'E0432', 'E0432', 'E0439', 'E0481', 'E0482']","['U6329', 'U1280', 'U1242', 'U5141', 'U2187']",0.21
U3857,Bridget Lopez,47,"Shanghai, China","['Food', 'Theater']","['E0053', 'E0053', 'E0095', 'E0102', 'E0183', 'E0205', 'E0241', 'E0241', 'E0250', 'E0285', 'E0285', 'E0305', 'E0333', 'E0345', 'E0358', 'E0358', 'E0394', 'E0401', 'E0401', 'E0401', 'E0418', 'E0441', 'E0441', 'E0441']","['U4058', 'U0242', 'U2385', 'U3103', 'U6725', 'U2576', 'U5265']",0.76
U3858,Alyssa Simmons,36,"London, United Kingdom","['Comedy', 'Film']","['E0040', 'E0040', 'E0060', 'E0063', 'E0074', 'E0074', 'E0074', 'E0081', 'E0081', 'E0183', 'E0183', 'E0212', 'E0212', 'E0212', 'E0225', 'E0310', 'E0310', 'E0311', 'E0327', 'E0338', 'E0338', 'E0416', 'E0427', 'E0479', 'E0479']","['U4605', 'U5606', 'U5318', 'U4816', 'U1517', 'U6093', 'U5054', 'U2444']",0.97
U3859,Natalie Graham,26,"Moscow, Russia","['Workshops', 'Film']","['E0042', 'E0042', 'E0042', 'E0042', 'E0057', 'E0087', 'E0087', 'E0087', 'E0100', 'E0120', 'E0125', 'E0125', 'E0125', 'E0125', 'E0125', 'E0140', 'E0147', 'E0147', 'E0208', 'E0290', 'E0331', 'E0351', 'E0370', 'E0398', 'E0398', 'E0398', 'E0402', 'E0402', 'E0443', 'E0443', 'E0443', 'E0443', 'E0457', 'E0457', 'E0457', 'E0457', 'E0457']","['U3168', 'U0626', 'U5400', 'U2486', 'U2993', 'U6534', 'U2442', 'U0835', 'U6753', 'U5003', 'U1159', 'U0653', 'U3191', 'U5951', 'U2112']",0.18
U3860,Isaac Hill,53,"Madrid, Spain","['Tech', 'Music']","['E0015', 'E0143', 'E0143', 'E0174', 'E0174', 'E0218', 'E0247', 'E0247', 'E0247', 'E0247', 'E0247', 'E0332', 'E0355', 'E0355', 'E0355', 'E0365', 'E0382', 'E0385', 'E0385', 'E0385', 'E0400', 'E0400', 'E0483', 'E0483', 'E0483', 'E0483', 'E0483', 'E0486', 'E0486']","['U1418', 'U1219', 'U4945', 'U1974', 'U3665', 'U0659', 'U2496', 'U1317']",0.98
U3861,Laurie Alvarez,24,"Paris, France",['Sports'],"['E0017', 'E0017', 'E0077', 'E0077', 'E0077', 'E0085', 'E0085', 'E0085', 'E0089', 'E0089', 'E0104', 'E0104', 'E0104', 'E0104', 'E0104', 'E0104', 'E0105', 'E0188', 'E0265', 'E0277', 'E0298', 'E0298', 'E0298', 'E0310', 'E0310', 'E0310', 'E0310', 'E0368', 'E0368', 'E0368', 'E0368', 'E0392', 'E0429', 'E0429', 'E0429', 'E0430', 'E0435', 'E0435', 'E0488', 'E0488']","['U4506', 'U5484', 'U3495', 'U0866', 'U1845', 'U5733', 'U5470', 'U1529', 'U3392', 'U4538', 'U5105']",0.87
U3862,William Jones,58,"Sydney, Australia","['Workshops', 'Film']","['E0013', 'E0033', 'E0033', 'E0033', 'E0033', 'E0033', 'E0033', 'E0055', 'E0055', 'E0065', 'E0065', 'E0096', 'E0096', 'E0116', 'E0116', 'E0149', 'E0216', 'E0216', 'E0226', 'E0235', 'E0280', 'E0281', 'E0291', 'E0302', 'E0302', 'E0350', 'E0350', 'E0350', 'E0400', 'E0400', 'E0482']","['U6991', 'U1405', 'U5758', 'U6127', 'U0554', 'U5725', 'U5521', 'U1707', 'U3661', 'U1789']",0.11
U3863,Rebecca Lopez,34,"Toronto, Canada","['Comedy', 'Workshops']","['E0066', 'E0066', 'E0066', 'E0066', 'E0076', 'E0090', 'E0090', 'E0108', 'E0108', 'E0108', 'E0108', 'E0108', 'E0108', 'E0131', 'E0157', 'E0157', 'E0231', 'E0257', 'E0263', 'E0263', 'E0383', 'E0427', 'E0427', 'E0433', 'E0440', 'E0440', 'E0440', 'E0494', 'E0494']","['U3432', 'U3926', 'U2559', 'U0904', 'U4993']",0.65
U3864,Rachel Smith,28,"Singapore, Singapore","['Theater', 'Literature']","['E0009', 'E0009', 'E0009', 'E0010', 'E0078', 'E0088', 'E0115', 'E0126', 'E0126', 'E0126', 'E0126', 'E0153', 'E0153', 'E0157', 'E0157', 'E0157', 'E0157', 'E0165', 'E0165', 'E0165', 'E0186', 'E0186', 'E0193', 'E0217', 'E0217', 'E0217', 'E0217', 'E0218', 'E0218', 'E0256', 'E0256', 'E0285', 'E0337', 'E0343', 'E0343', 'E0421', 'E0459', 'E0459', 'E0459', 'E0482', 'E0498', 'E0498']","['U3464', 'U0059', 'U3923', 'U2681', 'U3354', 'U6594', 'U3715', 'U2572', 'U4960', 'U0774', 'U5755', 'U2377', 'U3341', 'U3803', 'U2234', 'U4722', 'U3507', 'U1412', 'U4787']",0.62
U3865,Heidi Walker,26,"Bangkok, Thailand",['Literature'],"['E0021', 'E0069', 'E0121', 'E0121', 'E0121', 'E0121', 'E0203', 'E0203', 'E0239', 'E0243', 'E0243', 'E0243', 'E0261', 'E0261', 'E0261', 'E0269', 'E0269', 'E0360', 'E0423', 'E0423', 'E0423', 'E0423', 'E0434', 'E0463', 'E0463', 'E0465', 'E0465', 'E0465', 'E0471', 'E0491', 'E0491']","['U2507', 'U6723', 'U2210', 'U0926', 'U3698', 'U2619', 'U2906', 'U6338', 'U0473', 'U1998', 'U5852', 'U5725', 'U4384']",0.98
U3866,Holly Murphy,53,"Dubai, United Arab Emirates",['Theater'],"['E0101', 'E0101', 'E0237', 'E0307', 'E0347', 'E0347', 'E0427', 'E0431', 'E0450', 'E0467', 'E0477', 'E0477', 'E0477', 'E0487']","['U4173', 'U2649', 'U3341', 'U0691', 'U4987', 'U2553', 'U6856', 'U3212', 'U5972', 'U4798', 'U0663', 'U3027', 'U0859', 'U2655']",0.5
U3867,Brian Chavez,64,"Berlin, Germany","['Theater', 'Film']","['E0018', 'E0018', 'E0018', 'E0018', 'E0045', 'E0156', 'E0165', 'E0198', 'E0211', 'E0214', 'E0214', 'E0221', 'E0376', 'E0376', 'E0390', 'E0390', 'E0394', 'E0401', 'E0401', 'E0401', 'E0681']","['U3372', 'U2898', 'U0227', 'U2975', 'U0349', 'U5209', 'U5108', 'U5312', 'U0912', 'U3522', 'U2841', 'U1258', 'U2339', 'U0285', 'U1668', 'U2100', 'U2948', 'U3496']",0.42
U3868,Emily Lamb,35,"Mexico City, Mexico","['Tech', 'Literature', 'Art']","['E0037', 'E0060', 'E0061', 'E0132', 'E0311', 'E0319', 'E0319', 'E0370', 'E0415', 'E0478', 'E0478', 'E0497', 'E0497']","['U2165', 'U1501', 'U1805', 'U6890', 'U6902', 'U5544', 'U6551', 'U2218', 'U2154', 'U0700', 'U5926', 'U4985']",0.27
U3869,John Martinez,61,"Dubai, United Arab Emirates","['Sports', 'Theater', 'Comedy']","['E0070', 'E0141', 'E0155', 'E0164', 'E0164', 'E0237', 'E0237', 'E0237', 'E0237', 'E0237', 'E0283', 'E0283', 'E0328', 'E0328', 'E0347', 'E0347', 'E0347', 'E0347', 'E0369', 'E0369', 'E0445', 'E0490', 'E0490']","['U2591', 'U1061', 'U2883', 'U2435', 'U6068', 'U4911', 'U2184', 'U2383', 'U1494', 'U1120', 'U4526', 'U3724', 'U5738']",0.59
U3870,Robert Serrano,56,"Sydney, Australia","['Theater', 'Film']","['E0013', 'E0013', 'E0013', 'E0052', 'E0052', 'E0059', 'E0059', 'E0060', 'E0086', 'E0107', 'E0107', 'E0116', 'E0116', 'E0116', 'E0121', 'E0121', 'E0149', 'E0149', 'E0149', 'E0149', 'E0183', 'E0223', 'E0223', 'E0223', 'E0257', 'E0257', 'E0257', 'E0257', 'E0347', 'E0347', 'E0388', 'E0388', 'E0440', 'E0440', 'E0440', 'E0450', 'E0450']","['U4754', 'U1915', 'U5889', 'U6581', 'U0754', 'U6380']",0.83
U3871,Thomas Solis,30,"Berlin, Germany","['Sports', 'Music', 'Film']","['E0018', 'E0018', 'E0045', 'E0056', 'E0084', 'E0117', 'E0143', 'E0145', 'E0145', 'E0145', 'E0145', 'E0145', 'E0156', 'E0156', 'E0182', 'E0198', 'E0198', 'E0200', 'E0214', 'E0214', 'E0214', 'E0214', 'E0307', 'E0316', 'E0316', 'E0341', 'E0346', 'E0346', 'E0360', 'E0421', 'E0470', 'E0475', 'E0475']","['U6451', 'U1827', 'U4203', 'U5194', 'U1932', 'U0741', 'U3263', 'U2557', 'U3294', 'U2188', 'U4941', 'U6977']",0.39
U3872,Kimberly Nelson,28,"Shanghai, China",['Literature'],"['E0020', 'E0020', 'E0102', 'E0109', 'E0109', 'E0109', 'E0128', 'E0128', 'E0128', 'E0128', 'E0128', 'E0216', 'E0216', 'E0216', 'E0216', 'E0216', 'E0231', 'E0374', 'E0374', 'E0394', 'E0400']","['U6921', 'U5077', 'U4179', 'U5461', 'U1399', 'U5612', 'U1628', 'U6072', 'U4877', 'U5866', 'U4310', 'U6898', 'U3222', 'U2552', 'U5019']",0.72
U3873,Robert Melton,18,"Istanbul, Turkey",['Film'],"['E0007', 'E0012', 'E0012', 'E0075', 'E0075', 'E0133', 'E0150', 'E0245', 'E0259', 'E0294', 'E0294', 'E0374', 'E0381', 'E0381', 'E0381', 'E0413', 'E0413', 'E0419', 'E0449', 'E0449', 'E0449']","['U6561', 'U2212', 'U5279', 'U4792', 'U6036']",0.38
U3874,Rebecca Snow,31,"Dubai, United Arab Emirates","['Sports', 'Theater', 'Art']","['E0047', 'E0049', 'E0049', 'E0049', 'E0070', 'E0075', 'E0081', 'E0092', 'E0150', 'E0150', 'E0150', 'E0150', 'E0150', 'E0160', 'E0160', 'E0160', 'E0160', 'E0163', 'E0194', 'E0194', 'E0239', 'E0283', 'E0347']","['U5898', 'U3023', 'U1528', 'U6813', 'U0767', 'U2854', 'U4288', 'U2086', 'U3166', 'U4292', 'U6880', 'U1352', 'U5906', 'U5455', 'U5254', 'U0832', 'U0696']",0.17
U3875,William Barber,27,"Cape Town, South Africa","['Film', 'Comedy']","['E0021', 'E0021', 'E0021', 'E0021', 'E0021', 'E0047', 'E0047', 'E0048', 'E0048', 'E0050', 'E0050', 'E0104', 'E0104', 'E0117', 'E0138', 'E0152', 'E0152', 'E0296', 'E0296', 'E0371', 'E0371', 'E0379', 'E0401', 'E0424']","['U0138', 'U6393', 'U3735', 'U2186', 'U3352', 'U4335', 'U4773', 'U6806', 'U6204', 'U3723']",0.02
U3876,Emma Mcdonald,26,"Madrid, Spain","['Literature', 'Sports']","['E0097', 'E0097', 'E0218', 'E0254', 'E0290', 'E0299', 'E0299', 'E0306', 'E0306', 'E0314', 'E0314', 'E0317', 'E0317', 'E0335', 'E0342', 'E0345', 'E0345', 'E0345', 'E0345', 'E0355', 'E0365', 'E0377', 'E0384', 'E0385', 'E0385', 'E0385', 'E0399', 'E0399', 'E0463', 'E0463', 'E0486']","['U4237', 'U1947', 'U6219', 'U1614', 'U5486', 'U1793', 'U6598']",0.71
U3877,Nichole Reynolds,54,"Berlin, Germany","['Literature', 'Workshops']","['E0012', 'E0012', 'E0080', 'E0080', 'E0142', 'E0142', 'E0156', 'E0156', 'E0156', 'E0169', 'E0184', 'E0184', 'E0198', 'E0211', 'E0260', 'E0273', 'E0275', 'E0382', 'E0455', 'E0455', 'E0455', 'E0470', 'E0470', 'E0470', 'E0472', 'E0472', 'E0478', 'E0478']","['U2110', 'U6503', 'U5388', 'U6051', 'U0914', 'U4463', 'U6574', 'U4682', 'U4821', 'U6433', 'U3988', 'U0035', 'U6859', 'U2901', 'U3571']",0.14
U3878,Lucas Lindsey,52,"London, United Kingdom","['Comedy', 'Tech']","['E0019', 'E0036', 'E0060', 'E0060', 'E0060', 'E0060', 'E0063', 'E0074', 'E0074', 'E0075', 'E0081', 'E0136', 'E0136', 'E0136', 'E0234', 'E0234', 'E0234', 'E0244', 'E0341', 'E0341', 'E0341', 'E0341', 'E0349', 'E0349', 'E0349', 'E0349', 'E0476', 'E0476']","['U6843', 'U5134', 'U0897', 'U5255', 'U6005', 'U0172', 'U2851', 'U1787', 'U0473', 'U4259', 'U4558', 'U1290', 'U0270', 'U2457', 'U6534', 'U0079', 'U1649', 'U6532', 'U4364']",0.26
U3879,Alexandria Horton,55,"São Paulo, Brazil","['Film', 'Comedy', 'Workshops']","['E0010', 'E0034', 'E0060', 'E0060', 'E0115', 'E0115', 'E0115', 'E0135', 'E0150', 'E0150', 'E0150', 'E0200', 'E0201', 'E0238', 'E0281', 'E0292', 'E0307', 'E0307', 'E0402', 'E0416', 'E0487', 'E0487']","['U5698', 'U4970', 'U6868', 'U2878', 'U0326', 'U3054', 'U6292', 'U4299', 'U2327', 'U3370', 'U2414', 'U6112', 'U3749', 'U1394', 'U4495', 'U6017', 'U1090']",0.06
U3880,Trevor Palmer,31,"Tokyo, Japan","['Food', 'Art']","['E0002', 'E0002', 'E0008', 'E0008', 'E0008', 'E0032', 'E0039', 'E0039', 'E0039', 'E0049', 'E0049', 'E0130', 'E0134', 'E0134', 'E0171', 'E0171', 'E0177', 'E0199', 'E0219', 'E0230', 'E0230', 'E0230', 'E0271', 'E0272', 'E0275', 'E0291', 'E0316', 'E0351', 'E0410', 'E0446', 'E0446', 'E0460']","['U1760', 'U5353', 'U4482', 'U1825', 'U6667', 'U5483', 'U4623', 'U5245', 'U2218', 'U2876']",0.49
U3881,Maria Brown,47,"Cape Town, South Africa","['Film', 'Food', 'Tech']","['E0008', 'E0016', 'E0035', 'E0035', 'E0047', 'E0050', 'E0052', 'E0106', 'E0167', 'E0190', 'E0190', 'E0190', 'E0190', 'E0197', 'E0197', 'E0197', 'E0198', 'E0198', 'E0313', 'E0313', 'E0332', 'E0332', 'E0366', 'E0371', 'E0395', 'E0460']","['U5093', 'U4328', 'U0745', 'U6185', 'U2924', 'U4111']",0.79
U3882,James Martin,48,"Toronto, Canada",['Art'],"['E0025', 'E0041', 'E0041', 'E0075', 'E0076', 'E0108', 'E0108', 'E0131', 'E0146', 'E0157', 'E0197', 'E0197', 'E0231', 'E0260', 'E0372', 'E0372', 'E0375', 'E0379', 'E0379', 'E0388', 'E0433', 'E0433', 'E0433', 'E0433', 'E0433', 'E0433', 'E0480', 'E0480', 'E0494', 'E0494', 'E0498', 'E0498']","['U0805', 'U6190', 'U1224', 'U2512', 'U5638', 'U1437', 'U5960', 'U3170']",0.75
U3883,William Sanchez,52,"Paris, France",['Workshops'],"['E0039', 'E0048', 'E0048', 'E0085', 'E0104', 'E0104', 'E0104', 'E0109', 'E0246', 'E0252', 'E0252', 'E0252', 'E0267', 'E0284', 'E0284', 'E0298', 'E0314', 'E0314', 'E0314', 'E0314', 'E0314', 'E0314', 'E0314', 'E0314', 'E0314', 'E0314', 'E0353', 'E0353', 'E0371', 'E0385', 'E0392', 'E0402', 'E0453', 'E0453', 'E0453', 'E0453', 'E0470', 'E0497']","['U1270', 'U6653', 'U2018', 'U3268', 'U0619', 'U5398', 'U5426', 'U2032', 'U6658', 'U4262', 'U6875', 'U1639', 'U3413', 'U4353', 'U5092', 'U6660', 'U0872', 'U6700', 'U3247', 'U3996']",0.97
U3884,Jessica Moore,49,"Bangkok, Thailand","['Sports', 'Literature']","['E0052', 'E0121', 'E0201', 'E0215', 'E0244', 'E0269', 'E0278', 'E0278', 'E0423', 'E0434', 'E0435', 'E0438', 'E0438', 'E0471']","['U1155', 'U3668', 'U3583', 'U1322', 'U5514', 'U2151', 'U1243', 'U3141', 'U5077']",0.48
U3885,Elizabeth Reilly,55,"Dubai, United Arab Emirates","['Art', 'Music']","['E0032', 'E0038', 'E0070', 'E0070', 'E0070', 'E0115', 'E0141', 'E0141', 'E0141', 'E0150', 'E0237', 'E0237', 'E0279', 'E0328', 'E0328', 'E0328', 'E0347', 'E0347', 'E0347', 'E0347', 'E0427', 'E0427', 'E0427', 'E0483', 'E0490', 'E0490']","['U5357', 'U4119', 'U2563', 'U6093', 'U4038', 'U0760', 'U6795', 'U0152', 'U6233', 'U2455', 'U5549', 'U2598', 'U6193', 'U3976', 'U0771', 'U1925']",0.15
U3886,Tara Peters,44,"Cape Town, South Africa","['Sports', 'Art', 'Food']","['E0035', 'E0050', 'E0050', 'E0052', 'E0064', 'E0064', 'E0072', 'E0072', 'E0126', 'E0148', 'E0167', 'E0170', 'E0188', 'E0361', 'E0361', 'E0366', 'E0366', 'E0399', 'E0399', 'E0424', 'E0424', 'E0424']","['U1205', 'U4557', 'U1044', 'U2345', 'U0736', 'U1445', 'U6769', 'U0850', 'U4665', 'U5905', 'U5576', 'U2418', 'U0401', 'U4806', 'U1306', 'U2165', 'U3670', 'U3552', 'U5615']",0.63
U3887,April Arnold,32,"Seoul, South Korea",['Tech'],"['E0023', 'E0023', 'E0023', 'E0027', 'E0032', 'E0032', 'E0032', 'E0122', 'E0173', 'E0173', 'E0173', 'E0196', 'E0196', 'E0196', 'E0196', 'E0196', 'E0215', 'E0215', 'E0233', 'E0255', 'E0255', 'E0270', 'E0324', 'E0359', 'E0412', 'E0416', 'E0416', 'E0417', 'E0454', 'E0454']","['U0869', 'U3530', 'U4804', 'U0620', 'U4392', 'U6589', 'U5981', 'U5814', 'U6292', 'U0557', 'U4633', 'U3523']",0.64
U3888,Melanie Gray,30,"New York, United States",['Literature'],"['E0051', 'E0082', 'E0082', 'E0127', 'E0161', 'E0161', 'E0161', 'E0169', 'E0169', 'E0171', 'E0204', 'E0215', 'E0216', 'E0216', 'E0235', 'E0241', 'E0241', 'E0241', 'E0241', 'E0283', 'E0350', 'E0367', 'E0450', 'E0494']","['U0672', 'U6083', 'U2753', 'U2111', 'U3219', 'U4213', 'U2633', 'U6808', 'U6543', 'U1942', 'U0250', 'U4950', 'U6595', 'U0743', 'U4759', 'U5797', 'U5458', 'U1418', 'U1284']",0.79
U3889,James Roberts,62,"Paris, France",['Workshops'],"['E0017', 'E0017', 'E0017', 'E0017', 'E0017', 'E0045', 'E0045', 'E0045', 'E0069', 'E0069', 'E0071', 'E0075', 'E0075', 'E0085', 'E0089', 'E0089', 'E0104', 'E0105', 'E0246', 'E0246', 'E0246', 'E0246', 'E0255', 'E0255', 'E0277', 'E0277', 'E0280', 'E0280', 'E0292', 'E0298', 'E0353', 'E0353', 'E0353', 'E0392', 'E0392', 'E0392', 'E0413', 'E0413', 'E0467', 'E0471']","['U0769', 'U5390', 'U3868', 'U1179', 'U6225', 'U0839', 'U2793', 'U3856', 'U0615', 'U6281', 'U6724']",0.74
U3890,Scott Hernandez,60,"Los Angeles, United States","['Literature', 'Sports']","['E0013', 'E0013', 'E0013', 'E0013', 'E0029', 'E0057', 'E0094', 'E0094', 'E0094', 'E0094', 'E0094', 'E0160', 'E0160', 'E0160', 'E0207', 'E0211', 'E0227', 'E0238', 'E0238', 'E0238', 'E0251', 'E0265', 'E0268', 'E0279', 'E0328', 'E0377', 'E0418', 'E0428', 'E0428', 'E0428', 'E0428', 'E0444', 'E0464', 'E0486']","['U3393', 'U3982', 'U5536', 'U0985', 'U2143', 'U3726']",0.85
U3891,Billy Jones,25,"Sydney, Australia","['Sports', 'Literature', 'Tech']","['E0013', 'E0033', 'E0046', 'E0052', 'E0052', 'E0116', 'E0116', 'E0116', 'E0183', 'E0209', 'E0209', 'E0235', 'E0237', 'E0249', 'E0332', 'E0350', 'E0350', 'E0450', 'E0450', 'E0450', 'E0450', 'E0450', 'E0498', 'E0498', 'E0498']","['U0018', 'U5994', 'U5800', 'U0757', 'U6954', 'U1414', 'U2993', 'U1778', 'U2760']",0.6
U3892,Brenda Bonilla,36,"Dubai, United Arab Emirates","['Comedy', 'Sports', 'Music']","['E0003', 'E0070', 'E0070', 'E0141', 'E0159', 'E0159', 'E0159', 'E0161', 'E0161', 'E0237', 'E0279', 'E0366', 'E0427', 'E0427', 'E0490', 'E0490', 'E0490']","['U3671', 'U0463', 'U3554', 'U4932', 'U4893', 'U0688', 'U0447', 'U3057', 'U5983', 'U3196', 'U6801']",0.16
